[ENDING1],[ENDING2],[STARTPHRASE],[LABEL]
"Semangatnya begitu keras bagaikan batu. Dengan demikian, semangat yang keras.","Semangatnya begitu keras bagaikan batu. Dengan demikian, semangat yang lembek.",Semangatnya begitu keras bagaikan batu.,0
"Semangatnya begitu keras bagaikan tahu. Dengan demikian, semangat yang keras.","Semangatnya begitu keras bagaikan tahu. Dengan demikian, semangat yang lembek.",Semangatnya begitu keras bagaikan tahu.,1
"Bagaikan anak merindukan ibunya, semenjak dia pindah ke negeri orang. Dengan demikian, di luar negeri dia selalu merindu tanah air.","Bagaikan anak merindukan ibunya, semenjak dia pindah ke negeri orang. Dengan demikian, di luar negeri dia lupa dengan tanah airnya.","Bagaikan anak merindukan ibunya, semenjak dia pindah ke negeri orang.",0
"Bagaikan kacang lupa kulitnya, semenjak dia pindah ke negeri orang. Dengan demikian, di luar negeri dia selalu merindu tanah air.","Bagaikan kacang lupa kulitnya, semenjak dia pindah ke negeri orang. Dengan demikian, di luar negeri dia lupa dengan tanah airnya.","Bagaikan kacang lupa kulitnya, semenjak dia pindah ke negeri orang.",1
"Hidupnya di perantauan seterang bulan purnama. Dengan demikian, hidup di perantauan itu penuh kebahagiaan.","Hidupnya di perantauan seterang bulan purnama. Dengan demikian, hidup di perantauan itu penuh kesedihan.",Hidupnya di perantauan seterang bulan purnama.,0
"Hidupnya di perantauan seterang bulan gerhana. Dengan demikian, hidup di perantauan itu penuh kebahagiaan.","Hidupnya di perantauan seterang bulan gerhana. Dengan demikian, hidup di perantauan itu penuh kesedihan.",Hidupnya di perantauan seterang bulan gerhana.,1
"Cat rumahnya seputih salju. Dengan demikian, cat rumah putih sekali.","Cat rumahnya seputih salju. Dengan demikian, cat rumah hitam sekali.",Cat rumahnya seputih salju.,0
"Cat rumahnya seputih arang. Dengan demikian, cat rumah putih sekali.","Cat rumahnya seputih arang. Dengan demikian, cat rumah hitam sekali.",Cat rumahnya seputih arang.,1
"Menurut mereka, aku hidup seperti putri. Dengan demikian, kehidupannya mewah sekali.","Menurut mereka, aku hidup seperti putri. Dengan demikian, kehidupannya kumuh sekali.","Menurut mereka, aku hidup seperti putri.",0
"Menurut mereka, aku hidup seperti inang. Dengan demikian, kehidupannya mewah sekali.","Menurut mereka, aku hidup seperti inang. Dengan demikian, kehidupannya kumuh sekali.","Menurut mereka, aku hidup seperti inang.",1
"Anak-anak berderet bak bebek berbaris. Dengan demikian, barisannya beraturan.","Anak-anak berderet bak bebek berbaris. Dengan demikian, barisannya tidak beraturan.",Anak-anak berderet bak bebek berbaris.,0
"Anak-anak berderet bak ayam berjalan. Dengan demikian, barisannya beraturan.","Anak-anak berderet bak ayam berjalan. Dengan demikian, barisannya tidak beraturan.",Anak-anak berderet bak ayam berjalan.,1
"Bangunan lama tersebut berdiri bak pohon beringin. Dengan demikian, bangunannya kokoh.","Bangunan lama tersebut berdiri bak pohon beringin. Dengan demikian, bangunannya tidak kokoh.",Bangunan lama tersebut berdiri bak pohon beringin.,0
"Bangunan lama tersebut berdiri bak nyiur di tepi pantai. Dengan demikian, bangunannya kokoh.","Bangunan lama tersebut berdiri bak nyiur di tepi pantai. Dengan demikian, bangunannya tidak kokoh.",Bangunan lama tersebut berdiri bak nyiur di tepi pantai.,1
"Dengan perawatan mahal, kulit Rika selembut sutra. Dengan demikian, kulit RIka lembut.","Dengan perawatan mahal, kulit Rika selembut sutra. Dengan demikian, kulit RIka kasar.","Dengan perawatan mahal, kulit Rika selembut sutra.",0
"Dengan perawatan mahal, kulit Rika selembut pasir. Dengan demikian, kulit RIka lembut.","Dengan perawatan mahal, kulit Rika selembut pasir. Dengan demikian, kulit RIka kasar.","Dengan perawatan mahal, kulit Rika selembut pasir.",1
"Suara Lesti sekarang seperti merdunya hujan. Dengan demikian, suara Lesti merdu.","Suara Lesti sekarang seperti merdunya hujan. Dengan demikian, suara Lesti serak.",Suara Lesti sekarang seperti merdunya hujan.,0
"Suara Lesti sekarang seperti serak-serak kepalang basah. Dengan demikian, suara Lesti merdu.","Suara Lesti sekarang seperti serak-serak kepalang basah. Dengan demikian, suara Lesti serak.",Suara Lesti sekarang seperti serak-serak kepalang basah.,1
"Lebaran kali ini, Jakarta seramai Masjid Nabawi. Dengan demikian, jakarta ramai.","Lebaran kali ini, Jakarta seramai Masjid Nabawi. Dengan demikian, jakarta sepi.","Lebaran kali ini, Jakarta seramai Masjid Nabawi.",0
"Lebaran kali ini, Jakarta seramai masjid di pelosok desa. Dengan demikian, jakarta ramai.","Lebaran kali ini, Jakarta seramai masjid di pelosok desa. Dengan demikian, jakarta sepi.","Lebaran kali ini, Jakarta seramai masjid di pelosok desa.",1
"Cahaya lampu kota ini apabila malam seperti ratusan bintang di permukaan bumi. Dengan demikian, kota tersebut penuh cahaya.","Cahaya lampu kota ini apabila malam seperti ratusan bintang di permukaan bumi. Dengan demikian, kota tersebut tidak terlihat cahayanya.",Cahaya lampu kota ini apabila malam seperti ratusan bintang di permukaan bumi.,0
"Cahaya lampu kota ini apabila malam seperti kunang-kunang di siang hari. Dengan demikian, kota tersebut penuh cahaya.","Cahaya lampu kota ini apabila malam seperti kunang-kunang di siang hari. Dengan demikian, kota tersebut tidak terlihat cahayanya.",Cahaya lampu kota ini apabila malam seperti kunang-kunang di siang hari.,1
"Ibarat tinggal di neraka, semenjak ayah menikah lagi. Dengan demikian, setelah ayah menikah lagi, kehidupan semakin buruk.","Ibarat tinggal di neraka, semenjak ayah menikah lagi. Dengan demikian, setelah ayah menikah lagi, kehidupan sangat indah.","Ibarat tinggal di neraka, semenjak ayah menikah lagi.",0
"Ibarat tinggal di surga, semenjak ayah menikah lagi. Dengan demikian, setelah ayah menikah lagi, kehidupan semakin buruk.","Ibarat tinggal di surga, semenjak ayah menikah lagi. Dengan demikian, setelah ayah menikah lagi, kehidupan sangat indah.","Ibarat tinggal di surga, semenjak ayah menikah lagi.",1
"Guru Dita kesabarannya seluas samudra. Dengan demikian, guru Dita sangat sabar.","Guru Dita kesabarannya seluas samudra. Dengan demikian, guru Dita tidak sabaran.",Guru Dita kesabarannya seluas samudra.,0
"Guru Dita kesabarannya seluas empang. Dengan demikian, guru Dita sangat sabar.","Guru Dita kesabarannya seluas empang. Dengan demikian, guru Dita tidak sabaran.",Guru Dita kesabarannya seluas empang.,1
"Larinya secepat cheetah. Dengan demikian, larinya cepat.","Larinya secepat cheetah. Dengan demikian, larinya lambat.",Larinya secepat cheetah.,0
"Larinya secepat kura-kura. Dengan demikian, larinya cepat.","Larinya secepat kura-kura. Dengan demikian, larinya lambat.",Larinya secepat kura-kura.,1
"Mendengar ucapannya, aku merasa seperti ditusuk belati. Dengan demikian, ucapan yang menyakitkan.","Mendengar ucapannya, aku merasa seperti ditusuk belati. Dengan demikian, ucapan yang menyenangkan.","Mendengar ucapannya, aku merasa seperti ditusuk belati.",0
"Mendengar ucapannya, aku merasa seperti dibelai kekasih. Dengan demikian, ucapan yang menyakitkan.","Mendengar ucapannya, aku merasa seperti dibelai kekasih. Dengan demikian, ucapan yang menyenangkan.","Mendengar ucapannya, aku merasa seperti dibelai kekasih.",1
"Sepatuku harum seperi ladang bunga. Dengan demikian, sepatunya harum.","Sepatuku harum seperi ladang bunga. Dengan demikian, sepatunya bau.",Sepatuku harum seperi ladang bunga.,0
"Sepatuku harum seperi tong sampah. Dengan demikian, sepatunya harum.","Sepatuku harum seperi tong sampah. Dengan demikian, sepatunya bau.",Sepatuku harum seperi tong sampah.,1
"Pencuri yang kecerdasannya laksana kancil. Dengan demikian, pencuri yang cerdik.","Pencuri yang kecerdasannya laksana kancil. Dengan demikian, pencuri yang bodoh.",Pencuri yang kecerdasannya laksana kancil.,0
"Pencuri yang kecerdasannya laksana keledai. Dengan demikian, pencuri yang cerdik.","Pencuri yang kecerdasannya laksana keledai. Dengan demikian, pencuri yang bodoh.",Pencuri yang kecerdasannya laksana keledai.,1
"Pernikahan mereka layaknya Popeye & Olive. Dengan demikian, pernikahan yang romantis.","Pernikahan mereka layaknya Popeye & Olive. Dengan demikian, pernikahan yang penuh pertengkaran.",Pernikahan mereka layaknya Popeye & Olive.,0
"Pernikahan mereka layaknya Popeye & Bluto. Dengan demikian, pernikahan yang romantis.","Pernikahan mereka layaknya Popeye & Bluto. Dengan demikian, pernikahan yang penuh pertengkaran.",Pernikahan mereka layaknya Popeye & Bluto.,1
"Sejak menikah, hidupnya bagaikan burung yang terbang bebas. Dengan demikian, hidupnya bebas.","Sejak menikah, hidupnya bagaikan burung yang terbang bebas. Dengan demikian, hidupnya tidak bebas.","Sejak menikah, hidupnya bagaikan burung yang terbang bebas.",0
"Sejak menikah, hidupnya bagaikan burung dalam kerangkeng. Dengan demikian, hidupnya bebas.","Sejak menikah, hidupnya bagaikan burung dalam kerangkeng. Dengan demikian, hidupnya tidak bebas.","Sejak menikah, hidupnya bagaikan burung dalam kerangkeng.",1
"Wajahku dan adikku ibarat bumi & langit. Dengan demikian, wajah adik kakak yang sangat berbeda.","Wajahku dan adikku ibarat bumi & langit. Dengan demikian, wajah adik kakak yang sangat mirip.",Wajahku dan adikku ibarat bumi & langit.,0
"Wajahku dan adikku ibarat pinang di belah dua. Dengan demikian, wajah adik kakak yang sangat berbeda.","Wajahku dan adikku ibarat pinang di belah dua. Dengan demikian, wajah adik kakak yang sangat mirip.",Wajahku dan adikku ibarat pinang di belah dua.,1
"Kecepatan mobil elektrik buatan Indonesia sudah seperti kecepatan jet. Dengan demikian, kecepatan mobil itu cepat.","Kecepatan mobil elektrik buatan Indonesia sudah seperti kecepatan jet. Dengan demikian, kecepatan mobil itu lambat.",Kecepatan mobil elektrik buatan Indonesia sudah seperti kecepatan jet.,0
"Kecepatan mobil elektrik buatan Indonesia sudah seperti kecepatan delman. Dengan demikian, kecepatan mobil itu cepat.","Kecepatan mobil elektrik buatan Indonesia sudah seperti kecepatan delman. Dengan demikian, kecepatan mobil itu lambat.",Kecepatan mobil elektrik buatan Indonesia sudah seperti kecepatan delman.,1
"Pemenang lomba menyanyi kalau tidur ngoroknya seperti nyanyian angin. Dengan demikian, suara ngoroknya merdu.","Pemenang lomba menyanyi kalau tidur ngoroknya seperti nyanyian angin. Dengan demikian, suara ngoroknya berisik.",Pemenang lomba menyanyi kalau tidur ngoroknya seperti nyanyian angin.,0
"Pemenang lomba menyanyi kalau tidur ngoroknya seperti suara knalpot. Dengan demikian, suara ngoroknya merdu.","Pemenang lomba menyanyi kalau tidur ngoroknya seperti suara knalpot. Dengan demikian, suara ngoroknya berisik.",Pemenang lomba menyanyi kalau tidur ngoroknya seperti suara knalpot.,1
"Jangan bertindak seperti cacing kepanasan. Dengan demikian, tindakan yang penuh gelisah.","Jangan bertindak seperti cacing kepanasan. Dengan demikian, tindakan yang terlalu santai.",Jangan bertindak seperti cacing kepanasan.,0
"Jangan bertindak seperti orang berpelesir. Dengan demikian, tindakan yang penuh gelisah.","Jangan bertindak seperti orang berpelesir. Dengan demikian, tindakan yang terlalu santai.",Jangan bertindak seperti orang berpelesir.,1
"Bisnis orang tuanya ibarat bisnis yang gulung tikar. Dengan demikian, bisnisnya bangkrut.","Bisnis orang tuanya ibarat bisnis yang gulung tikar. Dengan demikian, bisnisnya sukses.",Bisnis orang tuanya ibarat bisnis yang gulung tikar.,0
"Bisnis orang tuanya ibarat bisnis yang menuju puncak. Dengan demikian, bisnisnya bangkrut.","Bisnis orang tuanya ibarat bisnis yang menuju puncak. Dengan demikian, bisnisnya sukses.",Bisnis orang tuanya ibarat bisnis yang menuju puncak.,1
"Temanku tingkahnya serasa dirinya berdarah bangsawan. Dengan demikian, temannya bertingkah layaknya orang kaya.","Temanku tingkahnya serasa dirinya berdarah bangsawan. Dengan demikian, temannya bertingkah layaknya orang miskin.",Temanku tingkahnya serasa dirinya berdarah bangsawan.,0
"Temanku tingkahnya serasa dirinya pemilik dapur tidak berasap. Dengan demikian, temannya bertingkah layaknya orang kaya.","Temanku tingkahnya serasa dirinya pemilik dapur tidak berasap. Dengan demikian, temannya bertingkah layaknya orang miskin.",Temanku tingkahnya serasa dirinya pemilik dapur tidak berasap.,1
"Masuk ke perusahaan ini ibarat masuk mulut buaya. Dengan demikian, masuk ke perusahaan yang berbahaya.","Masuk ke perusahaan ini ibarat masuk mulut buaya. Dengan demikian, masuk ke perusahaan yang membuat aman& nyaman.",Masuk ke perusahaan ini ibarat masuk mulut buaya.,0
"Masuk ke perusahaan ini ibarat masuk rumah sendiri. Dengan demikian, masuk ke perusahaan yang berbahaya.","Masuk ke perusahaan ini ibarat masuk rumah sendiri. Dengan demikian, masuk ke perusahaan yang membuat aman& nyaman.",Masuk ke perusahaan ini ibarat masuk rumah sendiri.,1
"Harga pakaian di Pasar Cigasong sekarang bagai membeli kacang goreng. Dengan demikian, harga pakaian sangat murah.","Harga pakaian di Pasar Cigasong sekarang bagai membeli kacang goreng. Dengan demikian, harga pakaian sangat mahal.",Harga pakaian di Pasar Cigasong sekarang bagai membeli kacang goreng.,0
"Harga pakaian di Pasar Cigasong sekarang bagai membeli pesawat pribadi. Dengan demikian, harga pakaian sangat murah.","Harga pakaian di Pasar Cigasong sekarang bagai membeli pesawat pribadi. Dengan demikian, harga pakaian sangat mahal.",Harga pakaian di Pasar Cigasong sekarang bagai membeli pesawat pribadi.,1
"Omongan tetangga Rina seakan lidah tak bertulang. Dengan demikian, omongan tetangga yang menyakitkan.","Omongan tetangga Rina seakan lidah tak bertulang. Dengan demikian, omongan tetangga yang manis didengar.",Omongan tetangga Rina seakan lidah tak bertulang.,0
"Omongan tetangga Rina seakan  mulut berbau madu. Dengan demikian, omongan tetangga yang menyakitkan.","Omongan tetangga Rina seakan  mulut berbau madu. Dengan demikian, omongan tetangga yang manis didengar.",Omongan tetangga Rina seakan  mulut berbau madu.,1
"Rezeki datang tak terduga seperti air surut. Dengan demikian, rezeki yang datangnya sedikit.","Rezeki datang tak terduga seperti air surut. Dengan demikian, rezeki yang datangnya banyak.",Rezeki datang tak terduga seperti air surut.,0
"Rezeki datang tak terduga seperti air pasang. Dengan demikian, rezeki yang datangnya sedikit.","Rezeki datang tak terduga seperti air pasang. Dengan demikian, rezeki yang datangnya banyak.",Rezeki datang tak terduga seperti air pasang.,1
"Politisi pilihan ayahku macam pemain handal. Dengan demikian, politisi yang jago dan berpengalaman.","Politisi pilihan ayahku macam pemain handal. Dengan demikian, politisi yang belum berpengalaman.",Politisi pilihan ayahku macam pemain handal.,0
"Politisi pilihan ayahku macam anak kemarin sore. Dengan demikian, politisi yang jago dan berpengalaman.","Politisi pilihan ayahku macam anak kemarin sore. Dengan demikian, politisi yang belum berpengalaman.",Politisi pilihan ayahku macam anak kemarin sore.,1
"Mengerjakan tugas Python itu ibarat bertempur di medan perang. Dengan demikian, tugas Python yang tidak menyenangkan.","Mengerjakan tugas Python itu ibarat bertempur di medan perang. Dengan demikian, tugas Python yang menyenangkan.",Mengerjakan tugas Python itu ibarat bertempur di medan perang.,0
"Mengerjakan tugas Python itu ibarat menari diiringi musik. Dengan demikian, tugas Python yang tidak menyenangkan.","Mengerjakan tugas Python itu ibarat menari diiringi musik. Dengan demikian, tugas Python yang menyenangkan.",Mengerjakan tugas Python itu ibarat menari diiringi musik.,1
"Laptop yang dibelikan suaminya sepopuler Avanza di Indonesia. Dengan demikian, laptop sejuta umat.","Laptop yang dibelikan suaminya sepopuler Avanza di Indonesia. Dengan demikian, laptop langka.",Laptop yang dibelikan suaminya sepopuler Avanza di Indonesia.,0
"Laptop yang dibelikan suaminya sepopuler mobil antik keluaran 70an. Dengan demikian, laptop sejuta umat.","Laptop yang dibelikan suaminya sepopuler mobil antik keluaran 70an. Dengan demikian, laptop langka.",Laptop yang dibelikan suaminya sepopuler mobil antik keluaran 70an.,1
"Semoga rumahmu nanti sebesar kastil. Dengan demikian, rumah yang besar.","Semoga rumahmu nanti sebesar kastil. Dengan demikian, rumah yang kecil.",Semoga rumahmu nanti sebesar kastil.,0
"Semoga rumahmu nanti sebesar kotak sepatu. Dengan demikian, rumah yang besar.","Semoga rumahmu nanti sebesar kotak sepatu. Dengan demikian, rumah yang kecil.",Semoga rumahmu nanti sebesar kotak sepatu.,1
"Harga makanan yang dibeli pacarku bagaikan dibuat oleh chef bintang lima. Dengan demikian, makanannya mahal.","Harga makanan yang dibeli pacarku bagaikan dibuat oleh chef bintang lima. Dengan demikian, makanannya murah.",Harga makanan yang dibeli pacarku bagaikan dibuat oleh chef bintang lima.,0
